Uberstrain,Name,Lab Contact,Species,Serological Group,Serotype,EcoR Cluster,Path/Nonpath,Simple Patho,Simple Disease,Comment,Disease,Date Entered,Release Date,Barcode,Data Source(Accession No.;Sequencing Platform;Sequencing Library;Insert Size;Experiment;Status),Source Niche,Source Type,Source Details,Collection Year,Collection Month,Collection Day,Collection Time,Continent,Country,Region,District,City,Post Code,Latitude,Longitude,Bio Project ID,Project ID,Sample ID,Secondary Sample ID,Clermont Type (ClermonTyping),Clermont Type (EzClermont),fimH (fimTyper)
ESC_KA8997AA,PSU-1783,FDA Center for Food Safety and Applied Nutrition,Escherichia coli,,,,,,,,,8/1/19,4/1/19,ESC_KA8997AA,SRR8397529;ILLUMINA;Paired;500;SRX5206876,Livestock,Bovine,cow,2018,8,,,North America,United States,Arizona,,,,,,PRJNA357722,SRP101500,SAMN10485881,SRS4211518,B1,B1,fimH47
ESC_KA9004AA,PSU-1798,FDA Center for Food Safety and Applied Nutrition,Escherichia coli,,,,,,,,,8/1/19,4/1/19,ESC_KA9004AA,SRR8397488;ILLUMINA;Paired;500;SRX5206835,Livestock,Bovine,cow,2018,8,,,North America,United States,Arizona,,,,,,PRJNA357722,SRP101500,SAMN10485833,SRS4211477,B1,,fimH47
ESC_LA0106AA,,CENTERS FOR DISEASE CONTROL AND PREVENTION,Escherichia coli,,,,,,,,,25/1/19,24/1/19,ESC_LA0106AA,ERR3040214;ILLUMINA;Paired;300;ERX3113854,Livestock,Bovine,Tupaia glis fecal; Tupaia glis fecal; Tupaia glis fecal,2018,5,,,Asia,China,,,,,,,PRJEB30582,ERP113055,SAMEA5206500,ERS3013972,B1,,fimH41
ESC_LA0964AA,ELU7,University of Birmingham,Escherichia coli,,,,,,,,,29/1/19,29/1/19,ESC_LA0964AA,SRR8502394;ILLUMINA;Paired;;SRX5306274,Environment,Water/River,river water,2015,7,,,Europe,United Kingdom,,,,,52.8344,-1.145496,PRJNA517654,SRP182798,SAMN10839957,SRS4303836,B1,B1,fimH32
ESC_LA0984AA,ELU21,University of Birmingham,Escherichia coli,,,,,,,,,29/1/19,29/1/19,ESC_LA0984AA,SRR8502414;ILLUMINA;Paired;;SRX5306254,Environment,Water/River,river water,2015,7,,,Europe,United Kingdom,,,,,52.8344,-1.145496,PRJNA517654,SRP182798,SAMN10839951,SRS4303816,B1,B1,fimH32
ESC_LA1000AA,EPU62,University of Birmingham,Escherichia coli,,,,,,,,,29/1/19,29/1/19,ESC_LA1000AA,SRR8502430;ILLUMINA;Paired;;SRX5306238,Environment,Water/River,river water,2015,7,,,Europe,United Kingdom,,,,,53.084297,-1.323749,PRJNA517654,SRP182798,SAMN10839966,SRS4303801,B1,B1,fimH32
ESC_LA1122AA,F14W098435,University of Birmingham,Escherichia coli,,,,,,,,,30/1/19,30/1/19,ESC_LA1122AA,SRR8505933;ILLUMINA;Paired;;SRX5309809,Human,Human,Homo sapiens; urine,2014,,,,Europe,United Kingdom,,,,,52.943219,-1.184984,PRJNA517788,SRP182888,SAMN10845013,SRS4307253,B1,,fimH30
ESC_LA1947AA,AG19-0060,FDA Center for Food Safety and Applied Nutrition,Escherichia coli,,,,,,,,,9/2/19,7/2/19,ESC_LA1947AA,SRR8544233;ILLUMINA;Paired;500;SRX5346345,Livestock,,"Sus scrofa domesticus, Intestine",2018,11,,,North America,United States,Ohio,,,,,,PRJNA338676,SRP083292,SAMN10883358,SRS4338259,B1,,fimH27
ESC_LA2389AA,Q16_1,Georgia Institute of Technology,Escherichia coli,,,,,,,,,11/2/19,15/12/18,ESC_LA2389AA,SRR7693678;ILLUMINA;Paired;;SRX4552835,Human,Human,Homo sapiens; stool; female,2014,5,,,South America,Ecuador,Pichincha,Distrito Metropolitano de Quito,Quito,,-0.18,-78.46,PRJNA486009,SRP157939,SAMN09833075,SRS3669909,B1,,fimH24
ESC_LA5019AA,GER_CD72_1507_Eco_080,Northern Arizona University,Escherichia coli,,,,,,,,,11/2/19,14/7/18,ESC_LA5019AA,SRR6724040;ILLUMINA;Paired;;SRX3697489,Companion Animal,,private dog fecal sample; Canis lupus familiaris,2015,7,,,Europe,Germany,,,,,,,PRJNA433857,SRP132815,SAMN08519281,SRS2956997,B1,B1,fimH34
ESC_LA5021AA,GER_CD72_1507_Eco_082,Northern Arizona University,Escherichia coli,,,,,,,,,11/2/19,14/7/18,ESC_LA5021AA,SRR6724042;ILLUMINA;Paired;;SRX3697487,Companion Animal,,private dog fecal sample; Canis lupus familiaris,2015,7,,,Europe,Germany,,,,,,,PRJNA433857,SRP132815,SAMN08519283,SRS2956981,B1,,fimH34
ESC_LA5023AA,GER_MD77_1507_Eco_075,Northern Arizona University,Escherichia coli,,,,,,,,,11/2/19,14/7/18,ESC_LA5023AA,SRR6724044;ILLUMINA;Paired;;SRX3697485,Companion Animal,,military dog fecal sample; Canis lupus familiaris,2015,7,,,Europe,Germany,,,,,,,PRJNA433857,SRP132815,SAMN08519277,SRS2956980,B1,,fimH32
ESC_LA5050AA,GER_MD03_1505_Eco_017,Northern Arizona University,Escherichia coli,,,,,,,,,11/2/19,14/7/18,ESC_LA5050AA,SRR6724076;ILLUMINA;Paired;;SRX3697453,Companion Animal,,military dog fecal sample; Canis lupus familiaris,2015,5,,,Europe,Germany,,,,,,,PRJNA433857,SRP132815,SAMN08519224,SRS2956949,B1,B1,fimH27
ESC_LA9321AA,PSU-1727,FDA Center for Food Safety and Applied Nutrition,Escherichia coli,,,,,,,,,15/2/19,15/2/19,ESC_LA9321AA,SRR8582168;ILLUMINA;Paired;500;SRX5382868,Companion Animal,Canine,dog,2018,4,,,North America,United States,Pennsylvania,,,,,,PRJNA357722,SRP101500,SAMN10485900,SRS4371905,B1,B1,fimH32
ESC_LA9479AA,FSIS11917144,"United States Department of Agriculture, Food Safety and Inspection Service",Escherichia coli,,,,,,,,,20/2/19,19/2/19,ESC_LA9479AA,SRR8592581;ILLUMINA;Paired;500;SRX5392792,Livestock,,animal-cattle-dairy cow,2018,,,,North America,United States,Texas,,,,,,PRJNA292667,SRP066916,SAMN10967876,SRS4380452,B1,,fimH32
ESC_LA9484AA,FSIS11917416,"United States Department of Agriculture, Food Safety and Inspection Service",Escherichia coli,,,,,,,,,20/2/19,19/2/19,ESC_LA9484AA,SRR8592560;ILLUMINA;Paired;500;SRX5392771,Poultry,,Animal-Turkey-Young Turkey,2019,,,,North America,United States,Minnesota,,,,,,PRJNA292667,SRP066916,SAMN10967893,SRS4380432,B1,,fimH32
ESC_LA9807AA,PSU-1029,FDA Center for Food Safety and Applied Nutrition,Escherichia coli,,,,,,,,,27/2/19,27/2/19,ESC_LA9807AA,SRR8643749;ILLUMINA;Paired;500;SRX5441999,Livestock,Bovine,"Cow, (Bovine)",1982,,,,North America,United States,Pennsylvania,,,,,,PRJNA357722,SRP101500,SAMN09060813,SRS4419166,B1,B1,fimH54
ESC_LA9972AA,FSIS11918066,"United States Department of Agriculture, Food Safety and Inspection Service",Escherichia coli,,,,,,,,,2/3/19,1/3/19,ESC_LA9972AA,SRR8649976;ILLUMINA;Paired;500;SRX5447701,Livestock,Bovine,animal-cattle-beef cow,2019,,,,North America,United States,Texas,,,,,,PRJNA292667,SRP066916,SAMN11041569,SRS4424595,B1,,fimH24
ESC_LA9981AA,FSIS11918062,"United States Department of Agriculture, Food Safety and Inspection Service",Escherichia coli,,,,,,,,,2/3/19,1/3/19,ESC_LA9981AA,SRR8649967;ILLUMINA;Paired;500;SRX5447692,Poultry,,Animal-Turkey-Young Turkey,2019,,,,North America,United States,California,,,,,,PRJNA292667,SRP066916,SAMN11041565,SRS4424586,B1,B1,fimH32
ESC_LA9983AA,FSIS11918061,"United States Department of Agriculture, Food Safety and Inspection Service",Escherichia coli,,,,,,,,,2/3/19,1/3/19,ESC_LA9983AA,SRR8649953;ILLUMINA;Paired;500;SRX5447678,Poultry,,Animal-Turkey-Young Turkey,2019,,,,North America,United States,Iowa,,,,,,PRJNA292667,SRP066916,SAMN11041564,SRS4424572,B1,B1,fimH32
ESC_LA9985AA,FSIS11918060,"United States Department of Agriculture, Food Safety and Inspection Service",Escherichia coli,,,,,,,,,2/3/19,1/3/19,ESC_LA9985AA,SRR8649951;ILLUMINA;Paired;500;SRX5447676,Livestock,Swine,animal-swine-market swine,2019,,,,North America,United States,Alabama,,,,,,PRJNA292667,SRP066916,SAMN11041563,SRS4424570,B1,B1,fimH32
ESC_LA9993AA,FSIS11918101,"United States Department of Agriculture, Food Safety and Inspection Service",Escherichia coli,,,,,,,,,2/3/19,1/3/19,ESC_LA9993AA,SRR8649943;ILLUMINA;Paired;500;SRX5447668,Livestock,Swine,animal-swine-market swine,2019,,,,North America,United States,Illinois,,,,,,PRJNA292667,SRP066916,SAMN11041583,SRS4424562,B1,B1,fimH97
ESC_LA9994AA,FSIS11918103,"United States Department of Agriculture, Food Safety and Inspection Service",Escherichia coli,,,,,,,,,2/3/19,1/3/19,ESC_LA9994AA,SRR8649942;ILLUMINA;Paired;500;SRX5447667,Livestock,Swine,animal-swine-sow,2019,,,,North America,United States,Illinois,,,,,,PRJNA292667,SRP066916,SAMN11041585,SRS4424561,B1,,fimH27
ESC_MA0015AA,FSIS11918099,"United States Department of Agriculture, Food Safety and Inspection Service",Escherichia coli,,,,,,,,,2/3/19,1/3/19,ESC_MA0015AA,SRR8649793;ILLUMINA;Paired;500;SRX5447518,Livestock,Bovine,animal-cattle-heifer,2019,,,,North America,United States,Nebraska,,,,,,PRJNA292667,SRP066916,SAMN11041581,SRS4424520,B1,B1,fimH32
ESC_MA0234AA,250,Public Health Ontario,Escherichia coli,,,,,,,,,3/3/19,28/2/19,ESC_MA0234AA,SRR8533535;ILLUMINA;Paired;;SRX5336345,Human,Human,Homo sapiens; bloodstream isolates,2013,,,,North America,Canada,,,,,,,PRJNA521038,SRP183760,SAMN10875538,SRS4329621,B1,B1,fimH27
ESC_MA0407AA,163,Public Health Ontario,Escherichia coli,,,,,,,,,3/3/19,28/2/19,ESC_MA0407AA,SRR8533708;ILLUMINA;Paired;;SRX5336172,Human,Human,Homo sapiens; bloodstream isolates,2012,,,,North America,Canada,,,,,,,PRJNA521038,SRP183760,SAMN10875451,SRS4329449,B1,,fimH32
ESC_MA0684AA,PSU-1585,FDA Center for Food Safety and Applied Nutrition,Escherichia coli,,,,,,,,,4/3/19,4/3/19,ESC_MA0684AA,SRR8663235;ILLUMINA;Paired;500;SRX5459932,Aquatic Animal,Shellfish,Oyster,2016,,,,North America,United States,Maryland,,,,,,PRJNA357722,SRP101500,SAMN11050154,SRS4433824,B1,,fimH54
ESC_MA0689AA,PSU-1584,FDA Center for Food Safety and Applied Nutrition,Escherichia coli,,,,,,,,,4/3/19,4/3/19,ESC_MA0689AA,SRR8663222;ILLUMINA;Paired;500;SRX5459919,Aquatic Animal,Shellfish,Oyster,2016,,,,North America,United States,Maryland,,,,,,PRJNA357722,SRP101500,SAMN11050123,SRS4433811,B1,B1,fimH54
ESC_MA0692AA,PSU-1583,FDA Center for Food Safety and Applied Nutrition,Escherichia coli,,,,,,,,,4/3/19,4/3/19,ESC_MA0692AA,SRR8663204;ILLUMINA;Paired;500;SRX5459901,Aquatic Animal,Shellfish,Oyster,2016,,,,North America,United States,Maryland,,,,,,PRJNA357722,SRP101500,SAMN11050104,SRS4433794,B1,,fimH54
ESC_MA0948AA,FSIS11918112,"United States Department of Agriculture, Food Safety and Inspection Service",Escherichia coli,,,,,,,,,9/3/19,8/3/19,ESC_MA0948AA,SRR8699412;ILLUMINA;Paired;500;SRX5495155,Poultry,,Animal-Turkey-Young Turkey,2019,,,,North America,United States,Pennsylvania,,,,,,PRJNA292667,SRP066916,SAMN11079876,SRS4464813,B1,,fimH32
ESC_MA1023AA,FSIS11918721,"United States Department of Agriculture, Food Safety and Inspection Service",Escherichia coli,,,,,,,,,14/3/19,13/3/19,ESC_MA1023AA,SRR8723124;ILLUMINA;Paired;500;SRX5516370,Livestock,Swine,animal-swine-market swine,2019,,,,North America,United States,Idaho,,,,,,PRJNA292667,SRP066916,SAMN11116159,SRS4483842,B1,B1,fimH32
ESC_MA1032AA,FSIS11918366,"United States Department of Agriculture, Food Safety and Inspection Service",Escherichia coli,,,,,,,,,14/3/19,13/3/19,ESC_MA1032AA,SRR8723084;ILLUMINA;Paired;500;SRX5516330,Livestock,Swine,animal-swine-market swine,2019,,,,North America,United States,Iowa,,,,,,PRJNA292667,SRP066916,SAMN11116131,SRS4483802,B1,B1,fimH27
ESC_MA1035AA,FSIS11918724,"United States Department of Agriculture, Food Safety and Inspection Service",Escherichia coli,,,,,,,,,14/3/19,13/3/19,ESC_MA1035AA,SRR8721839;ILLUMINA;Paired;500;SRX5515085,Poultry,,Animal-Turkey-Young Turkey,2019,,,,North America,United States,Indiana,,,,,,PRJNA292667,SRP066916,SAMN11116162,SRS4482557,B1,B1,fimH32
ESC_MA1303AA,FSIS11918741,"United States Department of Agriculture, Food Safety and Inspection Service",Escherichia coli,,,,,,,,,19/3/19,18/3/19,ESC_MA1303AA,SRR8745375;ILLUMINA;Paired;500;SRX5537402,Livestock,Bovine,animal-cattle-steer,2019,,,,North America,United States,Iowa,,,,,,PRJNA292667,SRP066916,SAMN11129375,SRS4503237,B1,,fimH27
ESC_MA1354AA,FSIS11919002,"United States Department of Agriculture, Food Safety and Inspection Service",Escherichia coli,,,,,,,,,20/3/19,19/3/19,ESC_MA1354AA,SRR8754963;ILLUMINA;Paired;500;SRX5545689,Livestock,Swine,animal-swine-sow,2019,,,,North America,United States,Ohio,,,,,,PRJNA292667,SRP066916,SAMN11173664,SRS4511334,B1,,fimH588
ESC_MA1364AA,FSIS11919009,"United States Department of Agriculture, Food Safety and Inspection Service",Escherichia coli,,,,,,,,,20/3/19,19/3/19,ESC_MA1364AA,SRR8754953;ILLUMINA;Paired;500;SRX5545679,Poultry,,Animal-Turkey-Young Turkey,2019,,,,North America,United States,Wisconsin,,,,,,PRJNA292667,SRP066916,SAMN11173671,SRS4511324,B1,,fimH32
ESC_MA1560AA,PSU-1627,FDA Center for Food Safety and Applied Nutrition,Escherichia coli,,,,,,,,,25/3/19,25/3/19,ESC_MA1560AA,SRR8778441;ILLUMINA;Paired;500;SRX5568520,Aquatic Animal,Shellfish,Oyster,2016,,,,North America,United States,Maryland,,,,,,PRJNA357722,SRP101500,SAMN11248893,SRS4531460,B1,B1,fimH24
ESC_MA1649AA,ECOLI_MEC_006,"Department of Medical Microbiology, Stavanger University Hospital",Escherichia coli,,,,,,,,,25/3/19,25/3/19,ESC_MA1649AA,ERR3140352;ILLUMINA;Paired;250;ERX3169325,Human,Human,Homo sapiens; Urine,2013,,,,Europe,Norway,,,,,,,PRJEB31090,ERP113604,SAMEA5317400,ERS3124638,B1,,Unknown
ESC_MA1800AA,AG19-0102,FDA Center for Food Safety and Applied Nutrition,Escherichia coli,,,,,,,,,25/3/19,25/3/19,ESC_MA1800AA,SRR8782365;ILLUMINA;Paired;500;SRX5572355,Livestock,Bovine,Intestine (Bos taurus),2019,2,,,North America,United States,Ohio,,,,,,PRJNA338676,SRP083292,SAMN11250056,SRS4535270,B1,B1,fimH32
ESC_MA1862AA,FSIS11919243,"United States Department of Agriculture, Food Safety and Inspection Service",Escherichia coli,,,,,,,,,26/3/19,25/3/19,ESC_MA1862AA,SRR8784424;ILLUMINA;Paired;500;SRX5574262,Poultry,,Animal-Turkey-Young Turkey,2019,,,,North America,United States,Pennsylvania,,,,,,PRJNA292667,SRP066916,SAMN11252365,SRS4536821,B1,,fimH54
ESC_MA1939AA,MEZEC8,FDA Center for Food Safety and Applied Nutrition,Escherichia coli,,,,,,,,,27/3/19,27/3/19,ESC_MA1939AA,SRR8792517;ILLUMINA;Paired;500;SRX5581834,Livestock,Ovine/Goat (Caprinae),sheep,2018,8,,,Africa,South Africa,,,,,,,PRJNA293225,SRP103093,SAMN11265791,SRS4543341,B1,B1,fimH32
ESC_MA2554AA,PSU-1638,FDA Center for Food Safety and Applied Nutrition,Escherichia coli,,,,,,,,,2/4/19,1/4/19,ESC_MA2554AA,SRR8833926;ILLUMINA;Paired;500;SRX5622163,Aquatic Animal,Shellfish,Oyster,2016,,,,North America,United States,Maryland,,,,,,PRJNA357722,SRP101500,SAMN11310166,SRS4568007,B1,B1,fimH53
ESC_MA2569AA,714660,Public Health England,Escherichia coli,,Escherichia Coli,,,,,,,2/4/19,2/4/19,ESC_MA2569AA,SRR8832736;ILLUMINA;Paired;;SRX5621016,Human,Human,human; Homo sapiens,2019,3,,,Europe,United Kingdom,,,,,,,PRJNA315192,SRP071789,SAMN11309694,SRS4567047,B1,,*
ESC_MA2620AA,FSIS11919248,"United States Department of Agriculture, Food Safety and Inspection Service",Escherichia coli,,,,,,,,,3/4/19,2/4/19,ESC_MA2620AA,SRR8838615;ILLUMINA;Paired;500;SRX5626613,Livestock,Bovine,animal-cattle-beef cow,2019,,,,North America,United States,Wisconsin,,,,,,PRJNA292667,SRP066916,SAMN11318669,SRS4572156,B1,,fimH32
ESC_MA2627AA,FSIS11919480,"United States Department of Agriculture, Food Safety and Inspection Service",Escherichia coli,,,,,,,,,3/4/19,2/4/19,ESC_MA2627AA,SRR8838540;ILLUMINA;Paired;500;SRX5626538,Livestock,Bovine,animal-cattle-beef cow,2019,,,,North America,United States,South Dakota,,,,,,PRJNA292667,SRP066916,SAMN11318698,SRS4572082,B1,,fimH32
ESC_MA2633AA,FSIS11919482,"United States Department of Agriculture, Food Safety and Inspection Service",Escherichia coli,,,,,,,,,3/4/19,2/4/19,ESC_MA2633AA,SRR8838499;ILLUMINA;Paired;500;SRX5626497,Livestock,Bovine,animal-cattle-steer,2019,,,,North America,United States,Nebraska,,,,,,PRJNA292667,SRP066916,SAMN11318700,SRS4572041,B1,,fimH32
ESC_MA2661AA,FSIS11919500,"United States Department of Agriculture, Food Safety and Inspection Service",Escherichia coli,,,,,,,,,3/4/19,2/4/19,ESC_MA2661AA,SRR8839655;ILLUMINA;Paired;500;SRX5627581,Livestock,Bovine,animal-cattle-beef cow,2019,,,,North America,United States,Wisconsin,,,,,,PRJNA292667,SRP066916,SAMN11320641,SRS4572762,B1,B1,fimH32
ESC_MA3035AA,ECOL-18-VL-OH-ON-0028,FDA Center for Food Safety and Applied Nutrition,Escherichia coli,,,,,,,,,9/4/19,9/4/19,ESC_MA3035AA,SRR8868852;ILLUMINA;Paired;500;SRX5655910,Companion Animal,,Skin (Canis lupus),2018,7,,,North America,Canada,,,,,,,PRJNA318589,SRP115288,SAMN11371683,SRS4600812,B1,,fimH53
ESC_MA5056AA,FSIS11920386,"United States Department of Agriculture, Food Safety and Inspection Service",Escherichia coli,,,,,,,,,1/5/19,1/5/19,ESC_MA5056AA,SRR8996056;ILLUMINA;Paired;500;SRX5774937,Livestock,Bovine,animal-cattle-steer,2019,,,,North America,United States,Wisconsin,,,,,,PRJNA292667,SRP066916,SAMN11546058,SRS4708425,B1,B1,fimH27
ESC_MA5060AA,FSIS11920391,"United States Department of Agriculture, Food Safety and Inspection Service",Escherichia coli,,,,,,,,,1/5/19,1/5/19,ESC_MA5060AA,SRR8996048;ILLUMINA;Paired;500;SRX5774929,Livestock,Swine,animal-swine-market swine,2019,,,,North America,United States,Oklahoma,,,,,,PRJNA292667,SRP066916,SAMN11546063,SRS4708417,B1,B1,fimH32
ESC_MA5083AA,FSIS11920583,"United States Department of Agriculture, Food Safety and Inspection Service",Escherichia coli,,,,,,,,,1/5/19,1/5/19,ESC_MA5083AA,SRR8996713;ILLUMINA;Paired;500;SRX5775594,Livestock,Swine,animal-swine-market swine,2019,,,,North America,United States,Iowa,,,,,,PRJNA292667,SRP066916,SAMN11546105,SRS4709082,B1,,fimH27
ESC_MA5353AA,NYVetLIRN-147,FDA Center for Food Safety and Applied Nutrition,Escherichia coli,,,,,,,,,6/5/19,6/5/19,ESC_MA5353AA,SRR9017025;ILLUMINA;Paired;500;SRX5795179,Livestock,Bovine,Feces (Bos taurus),2019,3,,,North America,United States,Maryland,,,,,,PRJNA325243,SRP095363,SAMN11581052,SRS4726554,B1,B1,fimH27
ESC_MA5444AA,ECOL-18-VL-SD-MI-0046,FDA Center for Food Safety and Applied Nutrition,Escherichia coli,,,,,,,,,8/5/19,8/5/19,ESC_MA5444AA,SRR9029858;ILLUMINA;Paired;500;SRX5807141,Companion Animal,Canine,Canine Urine (Canis lupus familiaris),2018,12,,,North America,United States,Michigan,,,,,,PRJNA318591,SRP125339,SAMN11604752,SRS4736611,B1,B1,fimH32
ESC_MA5451AA,AG19-0174,FDA Center for Food Safety and Applied Nutrition,Escherichia coli,,,,,,,,,8/5/19,8/5/19,ESC_MA5451AA,SRR9029559;ILLUMINA;Paired;500;SRX5806984,Livestock,Bovine,Intestine (Bos taurus),2018,,,,North America,United States,Ohio,,,,,,PRJNA338676,SRP083292,SAMN11604721,SRS4736447,B1,,fimH54
ESC_MA5572AA,MEZEC47,University of Sharjah,Escherichia coli,,,,,,,,,10/5/19,10/5/19,ESC_MA5572AA,SRR9041545;ILLUMINA;Paired;;SRX5818642,Livestock,Ovine/Goat (Caprinae),sheep,2018,8,,,Africa,South Africa,,,,,,,PRJNA541983,SRP197605,SAMN11605860,SRS4747400,B1,,fimH32
ESC_MA5795AA,FSIS11920606,"United States Department of Agriculture, Food Safety and Inspection Service",Escherichia coli,,,,,,,,,14/5/19,13/5/19,ESC_MA5795AA,SRR9049544;ILLUMINA;Paired;500;SRX5826015,Livestock,,animal-cattle-dairy cow,2019,,,,North America,United States,Pennsylvania,,,,,,PRJNA292667,SRP066916,SAMN11634754,SRS4753842,B1,,fimH24
ESC_MA5810AA,FSIS11920818,"United States Department of Agriculture, Food Safety and Inspection Service",Escherichia coli,,,,,,,,,14/5/19,13/5/19,ESC_MA5810AA,SRR9048670;ILLUMINA;Paired;500;SRX5825144,Poultry,,Animal-Turkey-Young Turkey,2019,,,,North America,United States,Ohio,,,,,,PRJNA292667,SRP066916,SAMN11634801,SRS4753198,B1,,fimH32
ESC_MA5812AA,FSIS11920824,"United States Department of Agriculture, Food Safety and Inspection Service",Escherichia coli,,,,,,,,,14/5/19,13/5/19,ESC_MA5812AA,SRR9048668;ILLUMINA;Paired;500;SRX5825142,Poultry,,Animal-Turkey-Young Turkey,2019,,,,North America,United States,Minnesota,,,,,,PRJNA292667,SRP066916,SAMN11634807,SRS4753196,B1,,fimH32
ESC_MA5829AA,FSIS11920812,"United States Department of Agriculture, Food Safety and Inspection Service",Escherichia coli,,,,,,,,,14/5/19,13/5/19,ESC_MA5829AA,SRR9048651;ILLUMINA;Paired;500;SRX5825125,Livestock,Swine,animal-swine-market swine,2019,,,,North America,United States,Indiana,,,,,,PRJNA292667,SRP066916,SAMN11634857,SRS4753179,B1,,fimH32
ESC_MA6121AA,CFSAN084840,FDA Center for Food Safety and Applied Nutrition,Escherichia coli,,,,,,,,,23/5/19,15/5/19,ESC_MA6121AA,SRR9066949;ILLUMINA;Paired;500;SRX5843056,Livestock,Bovine,Cattle manure (Bos Taurus),2018,3,,,North America,United States,California,,,,,,PRJNA230969,SRP058582,SAMN11656113,SRS4768126,B1,B1,fimH32
ESC_MA6160AA,FSIS11920844,"United States Department of Agriculture, Food Safety and Inspection Service",Escherichia coli,,,,,,,,,23/5/19,15/5/19,ESC_MA6160AA,SRR9066705;ILLUMINA;Paired;500;SRX5842812,Poultry,,animal-chicken-young chicken,2019,,,,North America,United States,North Carolina,,,,,,PRJNA292667,SRP066916,SAMN11655346,SRS4767921,B1,B1,fimH32
ESC_MA6986AA,MEZEC7,Uppsala University,Escherichia coli,,,,,,,,,30/5/19,22/5/19,ESC_MA6986AA,SRR9108421;ILLUMINA;Paired;;SRX5883001,Livestock,,"Fecal, sheep",2018,8,,,Africa,South Africa,KwaZulu-Natal,,,,,,PRJNA541983,SRP197605,SAMN11643621,SRS4805559,B1,B1,fimH32
ESC_MA6992AA,FSIS11921023,"United States Department of Agriculture, Food Safety and Inspection Service",Escherichia coli,,,,,,,,,30/5/19,22/5/19,ESC_MA6992AA,SRR9105610;ILLUMINA;Paired;500;SRX5880306,Livestock,Swine,animal-swine-market swine,2019,,,,North America,United States,Illinois,,,,,,PRJNA292667,SRP066916,SAMN11811391,SRS4803052,B1,,fimH32
ESC_MA7001AA,FSIS11921022,"United States Department of Agriculture, Food Safety and Inspection Service",Escherichia coli,,,,,,,,,30/5/19,22/5/19,ESC_MA7001AA,SRR9105600;ILLUMINA;Paired;500;SRX5880296,Livestock,Bovine,animal-cattle-steer,2019,,,,North America,United States,Kansas,,,,,,PRJNA292667,SRP066916,SAMN11811390,SRS4803042,B1,,fimH32
ESC_MA7006AA,FSIS11921009,"United States Department of Agriculture, Food Safety and Inspection Service",Escherichia coli,,,,,,,,,30/5/19,22/5/19,ESC_MA7006AA,SRR9105563;ILLUMINA;Paired;500;SRX5880259,Livestock,,animal-cattle-dairy cow,2019,,,,North America,United States,Michigan,,,,,,PRJNA292667,SRP066916,SAMN11811344,SRS4803005,B1,B1,fimH24
ESC_MA7010AA,FSIS11921019,"United States Department of Agriculture, Food Safety and Inspection Service",Escherichia coli,,,,,,,,,30/5/19,22/5/19,ESC_MA7010AA,SRR9105559;ILLUMINA;Paired;500;SRX5880255,Poultry,,Animal-Turkey-Young Turkey,2019,,,,North America,United States,California,,,,,,PRJNA292667,SRP066916,SAMN11811354,SRS4803001,B1,B1,fimH32
ESC_MA7019AA,CFS3386,UCD-CFS,Escherichia coli,,,,,,,,,30/5/19,22/5/19,ESC_MA7019AA,ERR3333607;ILLUMINA;Paired;0;ERX3358322,Food,Plant,Bovinae; Mastitis,2010,12,,,Europe,Germany,,,,,,,PRJEB32666,ERP115372,SAMEA5619101,ERS3423188,B1,,fimH32
ESC_MA7020AA,CFS3385,UCD-CFS,Escherichia coli,,,,,,,,,30/5/19,22/5/19,ESC_MA7020AA,ERR3333606;ILLUMINA;Paired;0;ERX3358321,Food,Plant,Bovinae; Mastitis,2010,12,,,Europe,Germany,,,,,,,PRJEB32666,ERP115372,SAMEA5619100,ERS3423187,B1,,fimH32
ESC_MA7032AA,CFS3373,UCD-CFS,Escherichia coli,,,,,,,,,30/5/19,22/5/19,ESC_MA7032AA,ERR3333594;ILLUMINA;Paired;0;ERX3358309,Food,Plant,Bovinae; Mastitis,2010,1,,,Europe,France,,,,,,,PRJEB32666,ERP115372,SAMEA5619088,ERS3423175,B1,,fimH54
ESC_MA7044AA,CFS3361,UCD-CFS,Escherichia coli,,,,,,,,,30/5/19,22/5/19,ESC_MA7044AA,ERR3333582;ILLUMINA;Paired;0;ERX3358297,Food,Plant,Bovinae; Mastitis,2007,10,,,Europe,Germany,,,,,,,PRJEB32666,ERP115372,SAMEA5619076,ERS3423163,B1,B1,fimH32
ESC_MA7076AA,CFS3329,UCD-CFS,Escherichia coli,,,,,,,,,30/5/19,22/5/19,ESC_MA7076AA,ERR3333550;ILLUMINA;Paired;0;ERX3358265,Food,Plant,Bovinae; Mastitis,2004,5,,,Europe,Germany,,,,,,,PRJEB32666,ERP115372,SAMEA5619044,ERS3423131,B1,,fimH24
ESC_MA7092AA,CFS3313,UCD-CFS,Escherichia coli,,,,,,,,,30/5/19,22/5/19,ESC_MA7092AA,ERR3333534;ILLUMINA;Paired;0;ERX3358249,Human,Human,Bovinae; Diarrhea,2010,1,,,Europe,France,,,,,,,PRJEB32666,ERP115372,SAMEA5619028,ERS3423115,B1,B1,fimH27
ESC_MA7114AA,CFS3291,UCD-CFS,Escherichia coli,,,,,,,,,30/5/19,22/5/19,ESC_MA7114AA,ERR3333512;ILLUMINA;Paired;0;ERX3358227,Human,Human,Bovinae; Diarrhea,2010,1,,,Europe,France,,,,,,,PRJEB32666,ERP115372,SAMEA5619006,ERS3423093,B1,,fimH31
