Uberstrain	Name	Lab Contact	Species	Serological Group	Serotype	EcoR Cluster	Path/Nonpath	Simple Patho	Simple Disease	Comment	Disease	Date Entered	Release Date	Barcode	Data Source(Accession No.;Sequencing Platform;Sequencing Library;Insert Size;Experiment;Status)	Source Niche	Source Type	Source Details	Collection Year	Collection Month	Collection Day	Collection Time	Continent	Country	Region	District	City	Post Code	Latitude	Longitude	Bio Project ID	Project ID	Sample ID	Secondary Sample ID	Differences	ST	HC0 (indistinguishable)	HC2	HC5	HC10	HC20	HC50	HC100	HC200	HC400	HC1100 (cgST Cplx)	HC2350 (subsp.)
ESC_LA9985AA	FSIS11918060	"United States Department of Agriculture, Food Safety and Inspection Service"	Escherichia coli									2/3/19	1/3/19	ESC_LA9985AA	SRR8649951;ILLUMINA;Paired;500;SRX5447676	Livestock	Swine	animal-swine-market swine	2019				North America	United States	Alabama						PRJNA292667	SRP066916	SAMN11041563	SRS4424570	NaN	90144	90144	90144	90144	90144	90144	90144	90144	1186	106	106	1
ESC_LA9993AA	FSIS11918101	"United States Department of Agriculture, Food Safety and Inspection Service"	Escherichia coli									2/3/19	1/3/19	ESC_LA9993AA	SRR8649943;ILLUMINA;Paired;500;SRX5447668	Livestock	Swine	animal-swine-market swine	2019				North America	United States	Illinois						PRJNA292667	SRP066916	SAMN11041583	SRS4424562	NaN	90105	90105	90105	90105	55718	55718	55718	55718	1186	106	106	1
ESC_LA9994AA	FSIS11918103	"United States Department of Agriculture, Food Safety and Inspection Service"	Escherichia coli									2/3/19	1/3/19	ESC_LA9994AA	SRR8649942;ILLUMINA;Paired;500;SRX5447667	Livestock	Swine	animal-swine-sow	2019				North America	United States	Illinois						PRJNA292667	SRP066916	SAMN11041585	SRS4424561	NaN	90124	90124	90124	90124	90124	90124	4086	1186	1186	106	106	1
ESC_MA0015AA	FSIS11918099	"United States Department of Agriculture, Food Safety and Inspection Service"	Escherichia coli									2/3/19	1/3/19	ESC_MA0015AA	SRR8649793;ILLUMINA;Paired;500;SRX5447518	Livestock	Bovine	animal-cattle-heifer	2019				North America	United States	Nebraska						PRJNA292667	SRP066916	SAMN11041581	SRS4424520	NaN	90083	90083	90083	90083	90083	90083	24069	24039	3838	106	106	1
ESC_MA0234AA	250	Public Health Ontario	Escherichia coli									3/3/19	28/2/19	ESC_MA0234AA	SRR8533535;ILLUMINA;Paired;;SRX5336345	Human	Human	Homo sapiens; bloodstream isolates	2013				North America	Canada							PRJNA521038	SRP183760	SAMN10875538	SRS4329621	NaN	90424	90424	90424	90424	90424	2776	2776	1186	1186	106	106	1
ESC_MA0407AA	163	Public Health Ontario	Escherichia coli									3/3/19	28/2/19	ESC_MA0407AA	SRR8533708;ILLUMINA;Paired;;SRX5336172	Human	Human	Homo sapiens; bloodstream isolates	2012				North America	Canada							PRJNA521038	SRP183760	SAMN10875451	SRS4329449	NaN	90941	90941	90941	90941	90941	90941	1186	1186	1186	106	106	1
ESC_MA0684AA	PSU-1585	FDA Center for Food Safety and Applied Nutrition	Escherichia coli									4/3/19	4/3/19	ESC_MA0684AA	SRR8663235;ILLUMINA;Paired;500;SRX5459932	Aquatic	Shellfish	Oyster	2016				North America	United States	Maryland						PRJNA357722	SRP101500	SAMN11050154	SRS4433824	NaN	90567	90567	90543	90543	90543	90543	90543	69573	13277	106	106	1
ESC_MA0689AA	PSU-1584	FDA Center for Food Safety and Applied Nutrition	Escherichia coli									4/3/19	4/3/19	ESC_MA0689AA	SRR8663222;ILLUMINA;Paired;500;SRX5459919	Aquatic	Shellfish	Oyster	2016				North America	United States	Maryland						PRJNA357722	SRP101500	SAMN11050123	SRS4433811	NaN	90565	90565	90543	90543	90543	90543	90543	69573	13277	106	106	1
ESC_MA0692AA	PSU-1583	FDA Center for Food Safety and Applied Nutrition	Escherichia coli									4/3/19	4/3/19	ESC_MA0692AA	SRR8663204;ILLUMINA;Paired;500;SRX5459901	Aquatic	Shellfish	Oyster	2016				North America	United States	Maryland						PRJNA357722	SRP101500	SAMN11050104	SRS4433794	NaN	90543	90543	90543	90543	90543	90543	90543	69573	13277	106	106	1
ESC_MA0948AA	FSIS11918112	"United States Department of Agriculture, Food Safety and Inspection Service"	Escherichia coli									9/3/19	8/3/19	ESC_MA0948AA	SRR8699412;ILLUMINA;Paired;500;SRX5495155	Poultry	Air	Animal-Turkey-Young Turkey	2019				North America	United States	Pennsylvania						PRJNA292667	SRP066916	SAMN11079876	SRS4464813	NaN	90650	90650	90650	90650	90650	90650	9950	1186	1186	106	106	1
ESC_MA1023AA	FSIS11918721	"United States Department of Agriculture, Food Safety and Inspection Service"	Escherichia coli									14/3/19	13/3/19	ESC_MA1023AA	SRR8723124;ILLUMINA;Paired;500;SRX5516370	Livestock	Swine	animal-swine-market swine	2019				North America	United States	Idaho						PRJNA292667	SRP066916	SAMN11116159	SRS4483842	NaN	90690	90690	90690	90690	90690	90690	90690	1186	1186	106	106	1
ESC_MA1032AA	FSIS11918366	"United States Department of Agriculture, Food Safety and Inspection Service"	Escherichia coli									14/3/19	13/3/19	ESC_MA1032AA	SRR8723084;ILLUMINA;Paired;500;SRX5516330	Livestock	Swine	animal-swine-market swine	2019				North America	United States	Iowa						PRJNA292667	SRP066916	SAMN11116131	SRS4483802	NaN	90693	90693	90693	90693	90693	90693	33897	1186	1186	106	106	1
ESC_MA1035AA	FSIS11918724	"United States Department of Agriculture, Food Safety and Inspection Service"	Escherichia coli									14/3/19	13/3/19	ESC_MA1035AA	SRR8721839;ILLUMINA;Paired;500;SRX5515085	Poultry	Air	Animal-Turkey-Young Turkey	2019				North America	United States	Indiana						PRJNA292667	SRP066916	SAMN11116162	SRS4482557	NaN	90802	90802	90802	90802	90802	75186	75186	1186	1186	106	106	1
ESC_MA1303AA	FSIS11918741	"United States Department of Agriculture, Food Safety and Inspection Service"	Escherichia coli									19/3/19	18/3/19	ESC_MA1303AA	SRR8745375;ILLUMINA;Paired;500;SRX5537402	Livestock	Bovine	animal-cattle-steer	2019				North America	United States	Iowa						PRJNA292667	SRP066916	SAMN11129375	SRS4503237	NaN	90785	90785	90785	90785	90785	90785	4086	1186	1186	106	106	1
ESC_MA1354AA	FSIS11919002	"United States Department of Agriculture, Food Safety and Inspection Service"	Escherichia coli									20/3/19	19/3/19	ESC_MA1354AA	SRR8754963;ILLUMINA;Paired;500;SRX5545689	Livestock	Swine	animal-swine-sow	2019				North America	United States	Ohio						PRJNA292667	SRP066916	SAMN11173664	SRS4511334	NaN	90834	90834	90834	90834	78183	78183	78183	1186	1186	106	106	1
ESC_MA1364AA	FSIS11919009	"United States Department of Agriculture, Food Safety and Inspection Service"	Escherichia coli									20/3/19	19/3/19	ESC_MA1364AA	SRR8754953;ILLUMINA;Paired;500;SRX5545679	Poultry	Air	Animal-Turkey-Young Turkey	2019				North America	United States	Wisconsin						PRJNA292667	SRP066916	SAMN11173671	SRS4511324	NaN	90828	90828	90828	90828	90828	75186	75186	1186	1186	106	106	1
ESC_MA1560AA	PSU-1627	FDA Center for Food Safety and Applied Nutrition	Escherichia coli									25/3/19	25/3/19	ESC_MA1560AA	SRR8778441;ILLUMINA;Paired;500;SRX5568520	Aquatic	Shellfish	Oyster	2016				North America	United States	Maryland						PRJNA357722	SRP101500	SAMN11248893	SRS4531460	NaN	91333	91333	91333	91333	91333	91333	91333	9455	1060	106	106	1
ESC_MA1649AA	ECOLI_MEC_006	"Department of Medical Microbiology, Stavanger University Hospital"	Escherichia coli									25/3/19	25/3/19	ESC_MA1649AA	ERR3140352;ILLUMINA;Paired;250;ERX3169325	Human	Human	Homo sapiens; Urine	2013				Europe	Norway							PRJEB31090	ERP113604	SAMEA5317400	ERS3124638	NaN	91239	91239	91239	91239	91239	91239	91239	3267	3267	106	106	1
ESC_MA1800AA	AG19-0102	FDA Center for Food Safety and Applied Nutrition	Escherichia coli									25/3/19	25/3/19	ESC_MA1800AA	SRR8782365;ILLUMINA;Paired;500;SRX5572355	Livestock	Bovine	Intestine (Bos taurus)	2019	2			North America	United States	Ohio						PRJNA338676	SRP083292	SAMN11250056	SRS4535270	NaN	91265	91265	91265	91265	91265	91265	91265	91265	27609	106	106	1
ESC_MA1862AA	FSIS11919243	"United States Department of Agriculture, Food Safety and Inspection Service"	Escherichia coli									26/3/19	25/3/19	ESC_MA1862AA	SRR8784424;ILLUMINA;Paired;500;SRX5574262	Poultry	Air	Animal-Turkey-Young Turkey	2019				North America	United States	Pennsylvania						PRJNA292667	SRP066916	SAMN11252365	SRS4536821	NaN	91430	91430	91430	91430	91430	91430	91430	57936	1060	106	106	1
ESC_MA1939AA	MEZEC8	FDA Center for Food Safety and Applied Nutrition	Escherichia coli									27/3/19	27/3/19	ESC_MA1939AA	SRR8792517;ILLUMINA;Paired;500;SRX5581834	Livestock	Ovine	sheep	2018	8			Africa	South Africa							PRJNA293225	SRP103093	SAMN11265791	SRS4543341	NaN	91472	91472	91472	91472	91472	91472	91472	1186	1186	106	106	1
ESC_MA2554AA	PSU-1638	FDA Center for Food Safety and Applied Nutrition	Escherichia coli									2/4/19	1/4/19	ESC_MA2554AA	SRR8833926;ILLUMINA;Paired;500;SRX5622163	Aquatic	Shellfish	Oyster	2016				North America	United States	Maryland						PRJNA357722	SRP101500	SAMN11310166	SRS4568007	NaN	91670	91670	91670	91670	91670	91670	91670	4489	1060	106	106	1
ESC_MA2569AA	714660	Public Health England	Escherichia coli		Escherichia Coli							2/4/19	2/4/19	ESC_MA2569AA	SRR8832736;ILLUMINA;Paired;;SRX5621016	Human	Human	human; Homo sapiens	2019	3			Europe	United Kingdom							PRJNA315192	SRP071789	SAMN11309694	SRS4567047	NaN	91680	91680	91680	91680	91680	91680	91680	91680	3602	106	106	1
ESC_MA2620AA	FSIS11919248	"United States Department of Agriculture, Food Safety and Inspection Service"	Escherichia coli									3/4/19	2/4/19	ESC_MA2620AA	SRR8838615;ILLUMINA;Paired;500;SRX5626613	Livestock	Bovine	animal-cattle-beef cow	2019				North America	United States	Wisconsin						PRJNA292667	SRP066916	SAMN11318669	SRS4572156	NaN	92423	92423	92423	92423	92423	92423	27872	21910	1060	106	106	1
ESC_MA2627AA	FSIS11919480	"United States Department of Agriculture, Food Safety and Inspection Service"	Escherichia coli									3/4/19	2/4/19	ESC_MA2627AA	SRR8838540;ILLUMINA;Paired;500;SRX5626538	Livestock	Bovine	animal-cattle-beef cow	2019				North America	United States	South Dakota						PRJNA292667	SRP066916	SAMN11318698	SRS4572082	NaN	91765	91765	91765	91765	91765	91765	91765	91765	1060	106	106	1
ESC_MA2633AA	FSIS11919482	"United States Department of Agriculture, Food Safety and Inspection Service"	Escherichia coli									3/4/19	2/4/19	ESC_MA2633AA	SRR8838499;ILLUMINA;Paired;500;SRX5626497	Livestock	Bovine	animal-cattle-steer	2019				North America	United States	Nebraska						PRJNA292667	SRP066916	SAMN11318700	SRS4572041	NaN	91749	91749	91749	91749	91749	91749	91749	91749	3602	106	106	1
ESC_MA2661AA	FSIS11919500	"United States Department of Agriculture, Food Safety and Inspection Service"	Escherichia coli									3/4/19	2/4/19	ESC_MA2661AA	SRR8839655;ILLUMINA;Paired;500;SRX5627581	Livestock	Bovine	animal-cattle-beef cow	2019				North America	United States	Wisconsin						PRJNA292667	SRP066916	SAMN11320641	SRS4572762	NaN	92098	92098	92098	92098	92098	92098	92098	91765	1060	106	106	1
ESC_MA3035AA	ECOL-18-VL-OH-ON-0028	FDA Center for Food Safety and Applied Nutrition	Escherichia coli									9/4/19	9/4/19	ESC_MA3035AA	SRR8868852;ILLUMINA;Paired;500;SRX5655910	Companion Animal	Air	Skin (Canis lupus)	2018	7			North America	Canada							PRJNA318589	SRP115288	SAMN11371683	SRS4600812	NaN	92532	92532	92532	92532	92532	92532	92532	4489	1060	106	106	1
ESC_MA5056AA	FSIS11920386	"United States Department of Agriculture, Food Safety and Inspection Service"	Escherichia coli									1/5/19	1/5/19	ESC_MA5056AA	SRR8996056;ILLUMINA;Paired;500;SRX5774937	Livestock	Bovine	animal-cattle-steer	2019				North America	United States	Wisconsin						PRJNA292667	SRP066916	SAMN11546058	SRS4708425	NaN	94248	94248	94248	94248	94248	94248	17677	1186	1186	106	106	1
ESC_MA5060AA	FSIS11920391	"United States Department of Agriculture, Food Safety and Inspection Service"	Escherichia coli									1/5/19	1/5/19	ESC_MA5060AA	SRR8996048;ILLUMINA;Paired;500;SRX5774929	Livestock	Swine	animal-swine-market swine	2019				North America	United States	Oklahoma						PRJNA292667	SRP066916	SAMN11546063	SRS4708417	NaN	94250	94250	94250	94250	94250	94250	94250	59171	38788	106	106	1
ESC_MA5083AA	FSIS11920583	"United States Department of Agriculture, Food Safety and Inspection Service"	Escherichia coli									1/5/19	1/5/19	ESC_MA5083AA	SRR8996713;ILLUMINA;Paired;500;SRX5775594	Livestock	Swine	animal-swine-market swine	2019				North America	United States	Iowa						PRJNA292667	SRP066916	SAMN11546105	SRS4709082	NaN	94265	94265	94265	94265	94265	94265	2776	1186	1186	106	106	1
ESC_MA5353AA	NYVetLIRN-147	FDA Center for Food Safety and Applied Nutrition	Escherichia coli									6/5/19	6/5/19	ESC_MA5353AA	SRR9017025;ILLUMINA;Paired;500;SRX5795179	Livestock	Bovine	Feces (Bos taurus)	2019	3			North America	United States	Maryland						PRJNA325243	SRP095363	SAMN11581052	SRS4726554	NaN	94790	94790	94790	94790	94790	94790	94790	1186	1186	106	106	1
ESC_MA5444AA	ECOL-18-VL-SD-MI-0046	FDA Center for Food Safety and Applied Nutrition	Escherichia coli									8/5/19	8/5/19	ESC_MA5444AA	SRR9029858;ILLUMINA;Paired;500;SRX5807141	Companion Animal	Canine	Canine Urine (Canis lupus familiaris)	2018	12			North America	United States	Michigan						PRJNA318591	SRP125339	SAMN11604752	SRS4736611	NaN	94898	94898	94898	94898	94898	94898	94898	1186	1186	106	106	1
ESC_MA5451AA	AG19-0174	FDA Center for Food Safety and Applied Nutrition	Escherichia coli									8/5/19	8/5/19	ESC_MA5451AA	SRR9029559;ILLUMINA;Paired;500;SRX5806984	Livestock	Bovine	Intestine (Bos taurus)	2018				North America	United States	Ohio						PRJNA338676	SRP083292	SAMN11604721	SRS4736447	NaN	94903	94903	94903	94903	94903	94903	94903	94903	1060	106	106	1
ESC_MA5572AA	MEZEC47	University of Sharjah	Escherichia coli									10/5/19	10/5/19	ESC_MA5572AA	SRR9041545;ILLUMINA;Paired;;SRX5818642	Livestock	Ovine	sheep	2018	8			Africa	South Africa							PRJNA541983	SRP197605	SAMN11605860	SRS4747400	NaN	95019	95019	95019	95019	95019	95019	8338	1186	1186	106	106	1
ESC_MA5795AA	FSIS11920606	"United States Department of Agriculture, Food Safety and Inspection Service"	Escherichia coli									14/5/19	13/5/19	ESC_MA5795AA	SRR9049544;ILLUMINA;Paired;500;SRX5826015	Livestock	Air	animal-cattle-dairy cow	2019				North America	United States	Pennsylvania						PRJNA292667	SRP066916	SAMN11634754	SRS4753842	NaN	95173	95173	95173	95173	95173	17168	17168	17168	1060	106	106	1
ESC_MA5810AA	FSIS11920818	"United States Department of Agriculture, Food Safety and Inspection Service"	Escherichia coli									14/5/19	13/5/19	ESC_MA5810AA	SRR9048670;ILLUMINA;Paired;500;SRX5825144	Poultry	Air	Animal-Turkey-Young Turkey	2019				North America	United States	Ohio						PRJNA292667	SRP066916	SAMN11634801	SRS4753198	NaN	95186	95186	95186	95186	95186	95186	75629	1186	1186	106	106	1
ESC_MA5812AA	FSIS11920824	"United States Department of Agriculture, Food Safety and Inspection Service"	Escherichia coli									14/5/19	13/5/19	ESC_MA5812AA	SRR9048668;ILLUMINA;Paired;500;SRX5825142	Poultry	Air	Animal-Turkey-Young Turkey	2019				North America	United States	Minnesota						PRJNA292667	SRP066916	SAMN11634807	SRS4753196	NaN	95196	95196	95196	95196	71714	71714	71522	2301	1060	106	106	1
ESC_MA5829AA	FSIS11920812	"United States Department of Agriculture, Food Safety and Inspection Service"	Escherichia coli									14/5/19	13/5/19	ESC_MA5829AA	SRR9048651;ILLUMINA;Paired;500;SRX5825125	Livestock	Swine	animal-swine-market swine	2019				North America	United States	Indiana						PRJNA292667	SRP066916	SAMN11634857	SRS4753179	NaN	95151	95151	95151	95151	95151	95151	25832	1186	1186	106	106	1
ESC_MA6121AA	CFSAN084840	FDA Center for Food Safety and Applied Nutrition	Escherichia coli									23/5/19	15/5/19	ESC_MA6121AA	SRR9066949;ILLUMINA;Paired;500;SRX5843056	Livestock	Bovine	Cattle manure (Bos Taurus)	2018	3			North America	United States	California						PRJNA230969	SRP058582	SAMN11656113	SRS4768126	NaN	95479	95479	95479	95479	95479	95479	95479	95479	1060	106	106	1
ESC_MA6160AA	FSIS11920844	"United States Department of Agriculture, Food Safety and Inspection Service"	Escherichia coli									23/5/19	15/5/19	ESC_MA6160AA	SRR9066705;ILLUMINA;Paired;500;SRX5842812	Poultry	Air	animal-chicken-young chicken	2019				North America	United States	North Carolina						PRJNA292667	SRP066916	SAMN11655346	SRS4767921	NaN	95440	95440	95440	95440	95440	75186	75186	1186	1186	106	106	1
ESC_MA6986AA	MEZEC7	Uppsala University	Escherichia coli									30/5/19	22/5/19	ESC_MA6986AA	SRR9108421;ILLUMINA;Paired;;SRX5883001	Livestock	Air	"Fecal, sheep"	2018	8			Africa	South Africa	KwaZulu-Natal						PRJNA541983	SRP197605	SAMN11643621	SRS4805559	NaN	98434	98434	91472	91472	91472	91472	91472	1186	1186	106	106	1
ESC_MA6992AA	FSIS11921023	"United States Department of Agriculture, Food Safety and Inspection Service"	Escherichia coli									30/5/19	22/5/19	ESC_MA6992AA	SRR9105610;ILLUMINA;Paired;500;SRX5880306	Livestock	Swine	animal-swine-market swine	2019				North America	United States	Illinois						PRJNA292667	SRP066916	SAMN11811391	SRS4803052	NaN	98437	98437	98437	98437	98437	98437	98437	2301	1060	106	106	1
ESC_MA7001AA	FSIS11921022	"United States Department of Agriculture, Food Safety and Inspection Service"	Escherichia coli									30/5/19	22/5/19	ESC_MA7001AA	SRR9105600;ILLUMINA;Paired;500;SRX5880296	Livestock	Bovine	animal-cattle-steer	2019				North America	United States	Kansas						PRJNA292667	SRP066916	SAMN11811390	SRS4803042	NaN	98010	98010	98010	98010	98010	98010	98010	98010	98010	106	106	1
ESC_MA7006AA	FSIS11921009	"United States Department of Agriculture, Food Safety and Inspection Service"	Escherichia coli									30/5/19	22/5/19	ESC_MA7006AA	SRR9105563;ILLUMINA;Paired;500;SRX5880259	Livestock	Air	animal-cattle-dairy cow	2019				North America	United States	Michigan						PRJNA292667	SRP066916	SAMN11811344	SRS4803005	NaN	98008	98008	98008	98008	98008	17168	17168	17168	1060	106	106	1
ESC_MA7010AA	FSIS11921019	"United States Department of Agriculture, Food Safety and Inspection Service"	Escherichia coli									30/5/19	22/5/19	ESC_MA7010AA	SRR9105559;ILLUMINA;Paired;500;SRX5880255	Poultry	Air	Animal-Turkey-Young Turkey	2019				North America	United States	California						PRJNA292667	SRP066916	SAMN11811354	SRS4803001	NaN	98374	98374	98374	98374	98374	98374	98374	9048	3838	106	106	1
ESC_MA7019AA	CFS3386	UCD-CFS	Escherichia coli									30/5/19	22/5/19	ESC_MA7019AA	ERR3333607;ILLUMINA;Paired;0;ERX3358322	Food	Plant	Bovinae; Mastitis	2010	12			Europe	Germany							PRJEB32666	ERP115372	SAMEA5619101	ERS3423188	NaN	98015	98015	98015	98015	98015	98015	98015	98015	98015	106	106	1
ESC_MA7020AA	CFS3385	UCD-CFS	Escherichia coli									30/5/19	22/5/19	ESC_MA7020AA	ERR3333606;ILLUMINA;Paired;0;ERX3358321	Food	Plant	Bovinae; Mastitis	2010	12			Europe	Germany							PRJEB32666	ERP115372	SAMEA5619100	ERS3423187	NaN	98377	98377	98377	98377	98377	98377	98377	98377	1060	106	106	1
ESC_MA7032AA	CFS3373	UCD-CFS	Escherichia coli									30/5/19	22/5/19	ESC_MA7032AA	ERR3333594;ILLUMINA;Paired;0;ERX3358309	Food	Plant	Bovinae; Mastitis	2010	1			Europe	France							PRJEB32666	ERP115372	SAMEA5619088	ERS3423175	NaN	98004	98004	98004	98004	98004	98004	98004	5238	1060	106	106	1
ESC_MA7036AA	CFS3369	UCD-CFS	Escherichia coli									30/5/19	22/5/19	ESC_MA7036AA	ERR3333590;ILLUMINA;Paired;0;ERX3358305	Food	Plant	Bovinae; Mastitis	2010	4			Europe	France							PRJEB32666	ERP115372	SAMEA5619084	ERS3423171	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
ESC_MA7037AA	CFS3368	UCD-CFS	Escherichia coli									30/5/19	22/5/19	ESC_MA7037AA	ERR3333589;ILLUMINA;Paired;0;ERX3358304	Food	Plant	Bovinae; Mastitis	2010	3			Europe	France							PRJEB32666	ERP115372	SAMEA5619083	ERS3423170	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
ESC_MA7044AA	CFS3361	UCD-CFS	Escherichia coli									30/5/19	22/5/19	ESC_MA7044AA	ERR3333582;ILLUMINA;Paired;0;ERX3358297	Food	Plant	Bovinae; Mastitis	2007	10			Europe	Germany							PRJEB32666	ERP115372	SAMEA5619076	ERS3423163	NaN	97987	97987	97987	97987	97987	97987	97987	97987	1060	106	106	1
ESC_MA7076AA	CFS3329	UCD-CFS	Escherichia coli									30/5/19	22/5/19	ESC_MA7076AA	ERR3333550;ILLUMINA;Paired;0;ERX3358265	Food	Plant	Bovinae; Mastitis	2004	5			Europe	Germany							PRJEB32666	ERP115372	SAMEA5619044	ERS3423131	NaN	97954	97954	97954	97954	97954	97954	97954	97954	1060	106	106	1
ESC_MA7092AA	CFS3313	UCD-CFS	Escherichia coli									30/5/19	22/5/19	ESC_MA7092AA	ERR3333534;ILLUMINA;Paired;0;ERX3358249	Human	Human	Bovinae; Diarrhea	2010	1			Europe	France							PRJEB32666	ERP115372	SAMEA5619028	ERS3423115	NaN	98236	98236	98236	98236	98236	98236	5233	1186	1186	106	106	1
ESC_MA7114AA	CFS3291	UCD-CFS	Escherichia coli									30/5/19	22/5/19	ESC_MA7114AA	ERR3333512;ILLUMINA;Paired;0;ERX3358227	Human	Human	Bovinae; Diarrhea	2010	1			Europe	France							PRJEB32666	ERP115372	SAMEA5619006	ERS3423093	NaN	97922	97922	97922	97922	97922	97922	97922	97922	97922	106	106	1
ESC_MA7123AA	CFS3282	UCD-CFS	Escherichia coli									30/5/19	22/5/19	ESC_MA7123AA	ERR3333503;ILLUMINA;Paired;0;ERX3358218	Human	Human	Bovinae; Diarrhea	2007	7			Europe	Germany							PRJEB32666	ERP115372	SAMEA5618997	ERS3423084	NaN	97909	97909	97909	97909	97909	97909	97909	81650	1060	106	106	1
ESC_MA7125AA	CFS3280	UCD-CFS	Escherichia coli									30/5/19	22/5/19	ESC_MA7125AA	ERR3333501;ILLUMINA;Paired;0;ERX3358216	Human	Human	Bovinae; Diarrhea	2007	7			Europe	Germany							PRJEB32666	ERP115372	SAMEA5618995	ERS3423082	NaN	97916	97916	97916	97916	97916	97916	97916	97916	1060	106	106	1
ESC_MA7270AA	TMP020025	University of Edinburgh	Escherichia coli									30/5/19	20/5/19	ESC_MA7270AA	ERR3330254;ILLUMINA;Paired;350;ERX3354969	Human	Human	ND	2015	10			Africa	Kenya							PRJEB32607	ERP115308	SAMEA5611758	ERS3415947	NaN	97743	97743	97743	97743	97743	97743	97743	97743	1060	106	106	1
ESC_MA7321AA	TWAG1826	University of Edinburgh	Escherichia coli									30/5/19	20/5/19	ESC_MA7321AA	ERR3330583;ILLUMINA;Paired;350;ERX3355298	Human	Human	ND	2016	9			Africa	Kenya							PRJEB32607	ERP115308	SAMEA5612088	ERS3416276	NaN	97782	97782	97782	97782	97782	97782	9950	1186	1186	106	106	1
ESC_MA7342AA	TWAG1693	University of Edinburgh	Escherichia coli									30/5/19	20/5/19	ESC_MA7342AA	ERR3330562;ILLUMINA;Paired;350;ERX3355277	Livestock	Bovine	beef meat	2016	9			Africa	Kenya							PRJEB32607	ERP115308	SAMEA5612067	ERS3416255	NaN	97706	97706	97706	97706	97706	97414	97414	17168	1060	106	106	1
ESC_MA7391AA	TMP024225	University of Edinburgh	Escherichia coli									30/5/19	20/5/19	ESC_MA7391AA	ERR3330513;ILLUMINA;Paired;350;ERX3355228	Food	Dairy	goat	2016	9			Africa	Kenya							PRJEB32607	ERP115308	SAMEA5612018	ERS3416206	NaN	97653	97653	97653	97653	97653	97653	97653	97653	1060	106	106	1
ESC_MA7402AA	TMP024142	University of Edinburgh	Escherichia coli									30/5/19	20/5/19	ESC_MA7402AA	ERR3330502;ILLUMINA;Paired;350;ERX3355217	Environment	Soil/Dust	household environment	2016	9			Africa	Kenya							PRJEB32607	ERP115308	SAMEA5612007	ERS3416195	NaN	97653	97653	97653	97653	97653	97653	97653	97653	1060	106	106	1
ESC_MA7404AA	TMP024130	University of Edinburgh	Escherichia coli									30/5/19	20/5/19	ESC_MA7404AA	ERR3330500;ILLUMINA;Paired;350;ERX3355215	Food	Plant	pens	2016	9			Africa	Kenya							PRJEB32607	ERP115308	SAMEA5612005	ERS3416193	NaN	97653	97653	97653	97653	97653	97653	97653	97653	1060	106	106	1
ESC_MA7411AA	TMP024091	University of Edinburgh	Escherichia coli									30/5/19	20/5/19	ESC_MA7411AA	ERR3330493;ILLUMINA;Paired;350;ERX3355208	Wild Animal	Rodent	guinea fowl	2016	9			Africa	Kenya							PRJEB32607	ERP115308	SAMEA5611998	ERS3416186	NaN	97674	97674	97674	97674	97674	97674	97674	1186	1186	106	106	1
ESC_MA7414AA	TMP024071	University of Edinburgh	Escherichia coli									30/5/19	20/5/19	ESC_MA7414AA	ERR3330490;ILLUMINA;Paired;350;ERX3355205	Environment	Soil/Dust	household environment	2016	9			Africa	Kenya							PRJEB32607	ERP115308	SAMEA5611995	ERS3416183	NaN	97669	97669	97669	97669	97669	97669	97669	28587	3602	106	106	1
ESC_MA7445AA	TMP023862	University of Edinburgh	Escherichia coli									30/5/19	20/5/19	ESC_MA7445AA	ERR3330459;ILLUMINA;Paired;350;ERX3355174	Human	Human	ND	2016	9			Africa	Kenya							PRJEB32607	ERP115308	SAMEA5611964	ERS3416152	NaN	97605	97605	97605	97605	97605	97605	97605	97605	1060	106	106	1
ESC_MA7604AA	TMP020771	University of Edinburgh	Escherichia coli									30/5/19	20/5/19	ESC_MA7604AA	ERR3330300;ILLUMINA;Paired;350;ERX3355015	Livestock	Ovine	sheep	2016	7			Africa	Kenya							PRJEB32607	ERP115308	SAMEA5611804	ERS3415993	NaN	97496	97496	97496	97496	97496	97496	97496	23397	23397	106	106	1
ESC_MA7607AA	TMP020751	University of Edinburgh	Escherichia coli									30/5/19	20/5/19	ESC_MA7607AA	ERR3330297;ILLUMINA;Paired;350;ERX3355012	Livestock	Ovine	sheep	2016	7			Africa	Kenya							PRJEB32607	ERP115308	SAMEA5611801	ERS3415990	NaN	97501	97501	97501	97501	97501	97501	97501	97501	23397	106	106	1
ESC_MA7627AA	TMP020494	University of Edinburgh	Escherichia coli									30/5/19	20/5/19	ESC_MA7627AA	ERR3330277;ILLUMINA;Paired;350;ERX3354992	Livestock	Bovine	ND	2016	7			Africa	Kenya							PRJEB32607	ERP115308	SAMEA5611781	ERS3415970	NaN	97463	97463	97463	97463	97463	97463	27349	27349	1060	106	106	1
ESC_MA7696AA	TMP019571	University of Edinburgh	Escherichia coli									30/5/19	20/5/19	ESC_MA7696AA	ERR3330200;ILLUMINA;Paired;350;ERX3354915	Human	Human	ND	2015	11			Africa	Kenya							PRJEB32607	ERP115308	SAMEA5611704	ERS3415893	NaN	97414	97414	97414	97414	97414	97414	97414	17168	1060	106	106	1
